text,category,priority,source
i reviewed my credit report see this company ran my credit without my authorization! ive never heard of this company! nor did i authorize or apply for anything with them!,Technical,Low,consumer_complaints
"i paid a chef to cook for xxxx and she basically never came and i have yet to receive a refund from her. the amount was xxxx 250.00 transactions with square totaling to 500.00. i disputed the transaction once she stop responding to my request for a refund on xxxx23. on xxxx23, chase denied it stating it was valid although i sent supporting documents showing the person apologized and offer me a refund that didnt happen.",Billing,Low,consumer_complaints
add sick leave for mon wed july re sick leave mon wed thanks planning officer infrastructure upcoming holiday none please consider environment print july sick leave mon wed hello please help out logging please advised submit today st july sick leave thank best regards analyst ext july sick leave mon wed hi please assist thank best regards application engineer july sick leave mon wed hi please adjust submit today st july sick leave instead bench please kind regards planning officer infrastructure upcoming holiday none please consider environment print july sick leave mon wed hello please informed work today probably few days more because hurt back yesterday while helping friend move furniture his flat thanks regards galaxy,General,Low,it_service
user password reset request tuesday march user hello user thank cooperation best regards administrator,Technical,Low,it_service
"i called on several dates such as xxxx2024, xxxx2024, xxxx2024 asking that the account be closed and send me the check. i followed their instructions to send in the proper form found online along with a copy of my driver s license. they said a check was sent on the xxxx of xxxx and i would receive it in about a week and nothing was received and they have not responded to my requests to speak to a supervisor. they say my account is now closed which is what i requested but a check was never received.",Billing,Low,consumer_complaints
card as available july pm re card ca july card va el va ne va ne analyst ext hub,Technical,Low,it_service
"i deposited a 450.00 check on xxxx2021 via the mobile app. i was notified of a potential hold lasting until xxxx2021. i called bofa to inquire and let them know this was a violation of my deposit agreement, the supervisor xxxx said she would pass the information on to her supervisor. the overall response was to call back tomorrow. onxxxx2021 i was notified that the funds would not be available until xxxx xxxx2021.",Billing,Low,consumer_complaints
card de access card inca card october monitoring analyst st october consultant cl internship program date october care si,Technical,Low,it_service
backup missing hello yesterday performed hard drive by manually copying folders transfer was completed today laptop was wiped because requested clean install problem today cannot find data yesterday could you please investigate what happened help with recovery thanks operations manager,Technical,High,it_service
"my check xxxx xxxx was intercepted with a payee change to an unknown person. bank of america called me to ask if it was valid because they questioned the check, but it was still cashed after i told them it was not correct. i do not have a boa account at this time now they will not refund my money after 90 days. the amount is 6300.00",Billing,Low,consumer_complaints
"beginning xxxxxxxx until xxxxxxxx, chase bank charged my total checking account xxxx maintenance fees of 12.00 each while the account was dormant entirely invisible to the account owner via the website . here, dormant does not mean hidden , as chase does offer the option to show or hide accounts on their online banking website. i know this because i looked deliberately for my account multiple times during this period because i remembered opening a chase checking account. however, when i found that there was no checking account listed on the chase online banking portal, but my other accounts and their balances were consistently listed correctly, i reasonably determined that the account i was looking for had been closed. it would be certianly unreasonable and possibly illegal for chase to hide an account from a customer, preventing them from using online banking features and monitoring its balance, while simultaneously collecting objectionable fees on that account every month that any reasonable person would notice if they were provided visibility into their account s balance. after calling chase customer service on xxxxxxxx, i was notified for the first time that my account was dormant by a chase agent, and they reactivated my account. i then discovered xxxx fee transactions that were not just unknown to me, but unknowable without the unreasonable customer action i took of calling customer service to confirm the very existence of the account. chase has refunded me xxxx of the xxxx fee collections. an account that has any form of monthly activity, whether it is in the form of customer usage or fee collection by the bank, should never be allowed to be marked as dormant and the account s entire existence hidden from the customer through normal facilities such as the chase website. this practice enables account facilitators like chase to drain accounts using fees while providing no service or notice to the customer of any change to their balance.",Billing,Low,consumer_complaints
"this bank account was opened as xxxx many many years ago. xxxx was acquired by ing direct, who eventually were acquired by capitalone. i had a scheduled bill pay for my rent that would ship the xxxx of each month for delivery by the xxxx. its been in use for about four years and never been a problem. the xxxxxxxx payment went out as expected and fully funded on xxxxxxxx but on xxxxxxxx, my landlord called to inform me that the payment did not arrive. i expedited my landlord a paper check which cleared immediately and called the bank to stop payment. i was told i could receive provisional credit within 10 days, but it may take 45 for the dispute to be closed. the check did not arrive as a result of a failure by capitalone to deliver it by the promised date. the stop payment should be instantaneous this is xxxx after all and the funds should be returned to my account immediately or next business day, at the very longest . ive now called twice, had my call escalated to a manger on both calls, and been told there is nothing they can do. at this point, all i want is my money back and to close my account. ill never do business with this bank again.",Billing,High,consumer_complaints
i m having issues with multiple overdraft fees. especially at the end of the month. i am trying so hard to get it all figured out but this month i made multiple mistakes. i really think these fees should be per day and should not be more than the transaction. come payday i ll will cry as so much is taken from me especially little petty withdarawals that i wonder how they even got approved. it is so sad that these big ceos get filthy rich on the little guys mistakes or minor lack of funds. can you please help stop this continuous issue every month. i can not keep up if they keep taking xxxx or more dollars i can feed my kids with. i am on xxxx and my husband is working as much as possible. i made the mistake this month but all i m asking for is a little forgiveness to try to overcome this.,Billing,Medium,consumer_complaints
visual studio license expires pm visual studio license expire importance high hi visual studio has notified license expire software consultant pm visual studio license hello verified vs subscription resent few details attention activate subscription please create personal same name work activate visual studio tool please sign personal thanks analyst,Technical,Low,it_service
device alert notification th floor printer paper paper feeding part device floor printer feeding part printer details tray input tray copier details tray input tray fax details tray input tray scanner ready details model name device name floor comment host name name stateless stateless stateless stateless stateless print name file name name computer name share name device floor printer floor printer notified,General,Low,it_service
add me to people management list thursday october add hi starting october st please add tx,General,Low,it_service
name change tuesday pm re hello please proceed changing surname she works thanks tuesday pm re ca fie tuesday pm re hello ca fie care ca forma si va merci re si wednesday re wednesday re ca ext wednesday re si pm re pus ext pm cancel la care pot specialist,General,Low,it_service
new purchase po thursday december pm re purchase po update number kind regards administrator thursday december pm purchase po dear purchased please log installation please take consideration mandatory receipts section order receive item ordered kind regards administrator,General,Low,it_service
add to list hello received think moved thursday pm voice proxy software hi voice proxy let two more parties connect phone call without disclosing phone driver calls waiting passenger agree pickup location reaching out let platform provides high voice proxy solution unbeatable price offering voice calls minute states because offer convenient per second billing even greater learn more about how platform help add back learn more about voice proxy how customers re invited upcoming connect communications specialist platform st san ca preferences,Technical,Low,it_service
oracle approval error sent thursday approval error dear get following issue when try approve one particular showing,General,Medium,it_service
license request february pm license hello everyone developer employed license help best regards,Technical,Low,it_service
i am getting multiple hard inquiries on my xxxx app. 1. xxxx xxxx xxxx xxxx 2. xxxx 3. xxxx xxxx xxxx 4 . oportunprogreso financial i am also getting denial for credit from others a. xxxx xxxx xxxx xxxx b. xxxx xxxx xxxx xxxx i never made these inquiries.,Technical,Low,consumer_complaints
paypal closed my account for no reason and will not help me with getting it back up and going. i am not sure if this is some mistake as i assume it has to be. i have not been able to get help from them but i just remembered i could file a report on here as i feel they are not doing their job properly and it is effecting me a great deal as i used paypal quite frequently. my email linked to my paypal is xxxx xxxx,Billing,Low,consumer_complaints
laptop needed friday december pm needed dear part process opening candidates take excel test regards during next thursday december please let help regard thank,Technical,Medium,it_service
integration service friday december re hi far bus take order share other rights please find person help thanks engineer thursday december pm hi examine existing please sources documentation additional information eel import thanks engineer,Technical,Low,it_service
access to pas pm hello please has write codes thanks,General,Low,it_service
access to oracle modules wednesday march pm modules hi please roles best regards analyst wednesday march pm modules wednesday march modules hi approved please replicate thanks kind regards accountant ext march modules please provide colleague same meaning etc modules she thanks information confidential legally privileged intended solely,General,Low,it_service
requests open from the snow chat are grayed out and cannot be filled sent wednesday request hello could you please investigate following issue requests open snow chat grayed out cannot be filled please for details kind regards specialist,Technical,Medium,it_service
failed to update from hi issue with update probably related with issue sector related incidents situation users kind regards,Technical,Medium,it_service
urgent git repositories locked reaching resource limits pushes pulls pull request merges clones be rejected or queued scaling server for details,Technical,High,it_service
check why these notifications are being sent sent monday requested item warning for hi can you please have look requests check why these being sent per contract requests for should have assigned can you please make necessary changes reflect thanks best regards sent requested item warning for ticket close breaching please be advised following ticket close breaching reference number customer summary re technician role permissions priority request resolution target date assigned engineer ref msg,General,Low,it_service
"to whom it may concern, i recently signed up for a bank account with citibank due to a promotion they were offering of xxxx xxxx xxxx miles upon successful completion of certain requirements. the promotion was confirmed to be attached to my account with an online chat representative and i completed the requirements. however, citibank is now stating i am ineligible for the promotion and will not credit me the miles even after charging monthly maintenance fees on my bank account. since there is not even a citibank branch near my house or work, the bonus outweighed the lack of convenience and got me to deposit my funds with their bank. i believe it would be deceptive and bad practice to not honor this promotion since it was a strong factor in even choosing their bank.",Billing,Low,consumer_complaints
access new pas december pm problem hi client input known pipeline please help thank regards center floor,General,Medium,it_service
room access november pm room hi please enable book rooms meetings thanks,Technical,Low,it_service
delete security groups please assist deleting listed groups attached image enough permissions related deleting related groups,General,Low,it_service
notifications for changes changes hello once user has created please make adjustments user every change progressed closed further details required side please let thank,Technical,Low,it_service
laptop performing poorly sent december laptop performing poorly hi guys could you please have look machine if can be improved some way find difficult perform daily tasks having visual studio same along with other needed applications laptop id en thank you consultant en,Technical,Low,it_service
problem with time logging oracle problem with logging hi have problem with logging can submit for last week freezes after some get error server could you please help with thank you,General,Medium,it_service
please access please hi she client level same same please treat higher priority she needs working asap thanks floor blvd district,General,High,it_service
the time card from july not working sent monday november please action submit your cards for approval hi maternity leave received below tried opening card july but working please let know what can or if possible please solve issue have little for checking best regards senior manager extension mobile en sent monday november please action submit your cards for approval dear you receiving because you have cards haven submitted for approval please note enough only enter your but also make you submit your for approval take corrective actions case your submitted card gets rejected below breakdown your submitted cards please submit for approval your accordingly possible country submitted cards card status entered saved saved entered entered entered entered entered entered entered entered entered entered entered entered entered entered entered entered total submitted cards submitted cards statuses explained error usually happens when you log calendar view for period longer than days then delete one entry causes timecard switch error fix you should add back for deleted or delete entire timecard using right hand side menu recreate again rejected card was rejected by one approvers please correct card entries accordingly resubmit entered status timecard when only one or few days entire timecard have entered saved cards status passed entered validation but gone next submission step for any card issues you can resolve please wait but raise corresponding incident through portal for resolutions,General,High,it_service
so on xxxxxxxx i was charged an additional xxxx dollar for an overdraft fee. there was an overdraft fee on xxxxxxxx were the bank is saying since they charged me the xxxx dollars for overdraft fee they covered the balance. so they decided to charge me an additional fee on the xxxx of xxxx were my balance was xxxx dollars. they went an explained that since they covered the balance for their own overdraft fee. so they are saying of you maintain a negative balance they will continue to charge you xxxx dollars of overdraft fees until you put extra funds in the bank. seems unethical for them to do it and keep approving this charges if later they will come back to charge additional fees. this is a new tactic from the new bank that took over bancorpsouth. now owned by cadence bank. the issue is being faced by many people with this bank but they will not refund. spoke to xxxx who was thinking the same as me that it should get refunded but supervisor xxxx denied it to him.,Billing,Low,consumer_complaints
"i had an account open for my business with wells fargo. the business was called xxxx xxxx xxxx xxxx, xxxx. i had access to this account and online access to it to be able to check transactions. somehow another account was opened for xxxx xxxx xxxx xxxx xxxx xxxx, a checkbook was ordered, and over 400000.00 was stolen in mostly 9900.00 increments and some in larger increments. my employee admitted to forging my name on the checks in a deposition, and that i had not allowed her to sign them or to distribute these amounts. the signature does not look like mine. i dont know how the account got opened or how the checkbooks were ordered.",Billing,Low,consumer_complaints
"hi my name is xxxx xxxx. i am fed up with navy federal. i have been harassed by them for some time now. it has started a few months back as soon as i bought some family members on board. i had have a few incident where they have locked my accoutns for no reasons at all and i had to go to verify my account more than 10 times in less then a year of opening my account. i understand that its their job to verify but it comes to my attention that im randomly being picked. i just recently had an incident where sponsored my dad and i was called by someone by the name of xxxx xxxx from navy federal and he asked me personal questions and i remember him asking me my birthdate and when i told him my birthday he told me that how can i not see if my father is listed on my birth certificate. i answered and told him that my father isnt listed on my birth certificate only my mom is listed. so he became aggressively sarcastic and disrespectful to where it began getting me xxxx but i kept my composure during the phone conversation. i called back to complain only to talk to a supervisor who didnt help me at all. it all happened because i sent over a check to my xxxx xxxx account and it was a check sent out to the main branch and not the xxxx xxxx number and i was my mistake so the check took didnt clear and i was told that i have to verify the check by xxxx xxxx but since i never receive the check, i told xxxx xxxx that i dont have a copy of the check to show it was sent under my credit card account. so xxxxxxxx xxxx called navy federal to verify the check and navy fed said the check was fake. well someone from the security team at xxxx xxxx called navy federal and thats what was told to him. i had to go into to navy federal today to verify that it is me and my father had to go verify at navy on monday. we did that and his account was unlocked and i was told by xxxx xxxx at navy federal that mine will be unlocked. i thought that was the end then he continues to harass me and say things that have nothing to do with me. he said that going forward that any account that i sponsor that does shenanigans on their accoutns i will be held accountable for it. i mention to him that there is no one that i sponsored that is doing any shenanigan or will attempt to do any foolishness. then his voice became aggressively loud so i kept my composure once again on yet another phone call. he tried to intimidate me with his voice and speak to me as if im illiterate and dont comprehend. i have had issues in the pass with navy federal where my checking account went into negative xxxx and it wasnt my fault. i disputed charges where a company called xxxx xxxx xxxx xxxx charged me for more than a month and i cancelled their services within the 30 day time period. when i disputed the charges, navy federal said that there was nothing wrong with the dispute and i know for sure that i cancelled the services. it was months ago. also i have had charges on my credit cards where i disputed the charges and they also told me that there was nothing wrong and i mentioned to them that the card was in my possession and that it was used. i didnt randomly place charges on my credit card. that credit card cash rewards. they never refunded me back my money. i have had issues with xxxx and renting vehicles. i was charged too much for a rental. i reserved a full size car and i was given a compact vehicle. i called into xxxx and they never took care of that situation so i called my bank to make them aware of those charges and that it was never adjusted at the time of the rental or there after. that was one incident with renting from xxxx and i let navy federal know that. secondly i rented a compact vehicle some time ago and i was given a crashed car where the bumper was crashed in the back and the right side of the vehicle was also hit. before i left with the car i asked the xxxx manager is there any other cars he said no and i seen more than a few cars in the lot but maybe they were reserved for other customers at the time or day. so upon leaving the lot i was forced to take insurance on the car and was charged for insurance and they never compensated me back for that rental so i called navy federal and told them this same thing im sendning now and i was told that there is nothing wrong with my dispute and charges were correct. how could i not dispute a product that i was given and the product was horrible, dismantle and hazardous to me and my family. the back bumper was coming off and the side attempted to come off because of the wind where it was getting in the way of me look through the side view little mirrors where i couldnt see. so i called in to xxxx to make sure that theyre aware but xxxx failed to cooperate and i called navy and they failed to cooperate to. i know that if i payed for a product or service and its defective i should refunded or compensated back my funds, i disputed and navy once again told me that nothing was wrong with the dispute. i just recently rented a car where the price was set at 99.00 but when i got the email receipt, i noticed i was charged 140.00 for the rental which was for 4 days and i was told it was 99.00. i called to dispute that charge and that they charged me more than what the price was. so i have had bad encounters with navy federal not assisting me or helping me in any way possible. i am fed up and i would like to take this to a civil court room if im not given back or compensated my money for the defective product i payed for and how my bank is ignoring my disputes. someone needs to give me my money back and i wont stop until i am given all my money back from either navy federal or xxxx and other companies that are on past statements. my checking account is now in the negatives, also my business checking account had the same problem. i am being harassed at navy federal every time and they wont seem to assist me. i am a xxxx xxxx xxxx and i shouldnt be treated like im a criminal in any way shape or form. i shouldnt be discriminated against for any reason what so ever and i am willing to take this to civil court in front of a judge. i am sick and tired of being treated like someone who i am not. it is unfair to me as a human being.",Billing,High,consumer_complaints
annual it survey query re feedback annual survey hello normal behavior cannot select st preference multiple channels question select other options per multiple channels preference thank tester thursday december feedback annual survey importance high annual survey feedback dear colleagues grateful taking fill satisfaction survey gather complete responses far answering please take interactions had processes survey link needed deadline today make count each complete response received donate compete delicious surprise choose lucky winners randomized selection announce days answers received aggregated allow statistical analysis questions regarding survey please care annual survey ext,General,High,it_service
"an auto-payment i had cancelled was mistakenly processed on xxxxxxxx, which is responsible for putting my checking account into overdraft. i am not responsible for this payment being processed, and should not be responsible for 3 36.00 overdraft fees totaling 100.00 that pnc has withdrawn from my account. again, i suspect they are processing my transactions in such a way as to maximize fees profits , had the larger payment been processed after the smaller payments there would be only xxxx fee. branch manager will do nothing. pnc has charged me multiple hundreds in overdraft fees just this year. how long will the crimes continue unchecked? i demand these fees be reversed immediately and refuse to fork over 100.00 to the bank for a mistake i did nt make.",Billing,High,consumer_complaints
new starter thursday july pm starter form hi please fill starter form thank regards,General,Low,it_service
access to pas for read only access wednesday hi kindly provide update asap immediate attention resolution much needed highly appreciated head re hi scenario deal big pool different individuals every ensuring guess has supervising taking responsibility actions contractual commitment regarding confidentiality indemnities against damages arising then approve creation shared caveat log assigned make restriction prevent logging etc means cannot log other screen keyboard also shared comply policy requirement changed least every days think pain believe much other find random generator excel spreadsheet randomly tips creating strong passwords guide setting more memorable based words biggest concern about personal auditors accessing future view personal part activities restrict view without preventing doing job guess question yet issue fin module contains details stage backwards step think best way subject future requests ad sounds contain ad accounts existing auditor per also spare allocated auditor please interactively screen keyboard computer other kind regards re hi thanks help highly appreciated permanent auditors consist these two auditors more big pool different individuals every want created these two because ongoing process were different called these plus more future etc efficient way mobile enable while traveling locations kept by let under supervision clarifies matter head re hi perhaps generic wrong word better known shared by more than person must known more than person generic shared interchangeably which perhaps help members employees own folders different required level auditors must given via individually assigned accounts effectively becoming contractors supervised by supervising efficient appreciate member conduct activities separate want separate two own same user simultaneously auditors must gain agree temporarily permanently assigned hand along individually assigned log relevant how two auditors accounts other auditors similar term short periods sounds longish term please create accounts two auditors suggested await then suggest create ad called add two auditor accounts give relevant dedicated folders ad accounts created other auditors members added same give same required sounds two auditors engaged duration disable date yet kind regards re did ask generic constantly by myself bounded has right within purposes head re hi keen providing generic shared providing named accounts auditors fine await possible provide these accounts sayst possible whichever site auditors folders where stores client contracts obviously these accounts activated period needed probably extended days times then disabled required these course has also spare auditor hopefully available contingent please ask generic accounts critical especially by parties fully supervised which well work supervising party computer logged supervising party think auditors mean understand importance associating even individuals performing realise how inappropriate generic let how these user accounts needed please kind regards information compliance officer extension importance high hello please provide believe requires generic auditors kind regards analyst ext tuesday wait importance high hi kindly give create by various members guest designated also provide which remain also require kindly arrange asap middle work contracts information urgently immediate attention highly appreciated head await re hi haven got purpose requested same well let issues regards await re thanks id give then wrote hi provide id thanks re provide ad user ids copied also wrote hi auditors ensure executed copies contracts etc provide give trail ensure updated records regards ext mob glee zone,Technical,High,it_service
integration with wednesday pm repositories hello attached filled document creating repositories please create masters also both add developer rights similar git developer rights thank,Technical,Low,it_service
please remove one from the tuesday please dear please exclude lists thanks ext,General,Low,it_service
disk failed sent thursday november disk failed hello if you haven received any alert recently about failed drive please log ticket for assign thanks senior engineer,General,Medium,it_service
"i received a check from xxxx xxxx xxxx, a financial institution where i had a bank account until a few months ago, it was decided to close this account and so the check in question is sent as a refund for the remaining funds in the closed account.. i then proceed to deposit this check into my citibank checking account, the next day citibank decides to block my account, i called by phone to find out the reason for the blockage and they told me that it is due to a check deposit and that they will proceed to verify and provide me with a response within 48 hours. after this period, i decide to call again and i am told that the bank decided to close my account, considering the check invalid and that a check with the remaining funds will be sent to me in 60 days. i reply again to the bank issuing the xxxx xxxx check, they indicate that the check can be cashed at any bank, that the check is valid however, i have not been able to do so in any bank or financial institution. this has caused me economic damage by not being able to have funds to pay rent and services.",Billing,Low,consumer_complaints
"on xxx2017 i authorized a funds transfer to another bank. that evening i received a phone call at a number that i never had given to the chase bank, na. they mentioned the amount of the transfer and then tried to get me to register my phone with them by sending a code. i had no reason other than their possession of this one piece of information to believe that they were legitimate representatives of chase bank. i hung up and soon thereafter called chase bank at the number on the back of my debit card. i was informed that the transfer had been canceled and i should talk with their fraud prevention dept. this department insisted that i was not who i said i was and that they had also frozen my account and access to their website. i spoke with xxxx among others. they said in order to prove who i am, i would have to go to a chase bank and show two forms of id. i told them their was no bank near my home and asked them if their was a bank close. they asked my address and then hung. this happened three times. i am ill and have a limited ability to travel 100 miles to another state to verify my identity.",Billing,Medium,consumer_complaints
monthly pas activities calendar permissions re query hi view activities calendar please allow view anyone needs please include attendee reviews going forward thanks activities calendar re query hi help please give permissions view calendar activities calendar thanks query controls please include calendar review hi dead letter please fwd whomever these sessions thanks location lead,Technical,Medium,it_service
mail delivery failed to com sent wednesday re failed returning message tried send some requests got error original message sent wednesday failed returning message message was created automatically by software message you sent could be delivered one or more permanent error following address failed error remote server for rcpt command host cluster reason sorry your address blacklisted refer troubleshooting for more information header original message following with nemesis id for wed content type alternative boundary apple db message id mime version os re flight for el paso tx date wed references dc ca ad apple id out xx zee mw ye,Technical,High,it_service
new starter wednesday october pm date hello please fill enclosed details required similar thanks,General,Low,it_service
"on xxxxxxxx, i initiated an ach transfer to have funds transferred from my usaa account to my newly opened xxxx xxxx xxxx account. approximately xxxx hours later, my usaa account reflected that funds were debited from the account. however, my xxxx xxxx xxxx account still shows the funds never arrived. i notified usaa and requested that the transfer be reversed they informed me that i would have to file a dispute instead. after filing the dispute, it is common practice for usaa to issue its customers a provisional credit to make them whole in the interim or while the case is being investigated. usaa refuses to do this, more likely due to my increased spending activity. i am an unemployed, xxxx veteran, and i just moved into a new apartment, so my spending has increased due to furnishing my apartment. i also have bills that will become due over the next few days and likely will be unable to pay them due to usaa s neglect and ive notified usaa of this many times, yet they have ignored my request. i would like to ask if someone could investigate this matter so that i can receive a fair resolution.",Billing,Medium,consumer_complaints
i reached out to them several times informing them that my account was frozen with a deposit from the irs. my refund is sitting in an account that i can not touch. credit karma spend will not tell me why the account is frozen nor why im not able to access any information about my account. ive attempted several times to recover my funds from this account and all they can tell me is that they have escalated my case to the higher department and i should be receiving an email from them regarding the situation. i suffer from xxxx issues and this has to be the most xxxx thing ive experienced since my mother died from xxxx.,Billing,Medium,consumer_complaints
client managers client variance analysis access march pm client client variance analysis hello please help granting report regards march pm client client variance analysis officer,General,Low,it_service
license pm hi installed machine spoke he manages help installed cheers head digital tuesday re hello please license purchased these licenses procured user demand please kindly let assist further best regards analyst,Technical,Low,it_service
add to team october pm add hi dear please add watch him he thanks,General,Low,it_service
social mailing thursday december social mailing hello please include user social mailing thanks senior developer,General,Low,it_service
remote access to team friday july pm remote hello certain resources please help by granting required members remote environment database please approve thank,General,Low,it_service
i believe that it was a mistake to close my paypal account. i am using my paypal account for my freelancing. my paypal account xxxx has stucked funds in it that i have to withdrawn asap for emergency purposes. and i am hoping that i will get back my account and able to withdraw my funds. thank you and godbless.,Billing,High,consumer_complaints
"personal loan went through bank account, had false signature, it cause my bank account to close",Billing,Low,consumer_complaints
"i have called xxxx multiple times throughout this process, then disputed with not one but two collection agencies, xxxx and mrs , so far after months of attempting to resolve this dispute they have just changed hands with who i am dealing with in an attempt to force me into paying this debt that they are responsible for. my phone was stolen on xxxx xxxx xxxx xxxx this year. on xxxx second i had reported my phone as stolen to xxxx on my account online, then received an email on xxxxxxxx about high usage on my account. i called xxxx immediately upon receiving this email, and l i told the operator that my phone was stolen as i had marked online as viewable from the text proof from xxxx that i had them send me later for a stolen phone insurance claim and told them to pause the account, and that i would be moving that number over to visible. he told me that there would be no issue with that and i would not have to worry about future charges and that the current charges would be marked as fraudulent and set to 0.00 for me. proceeding from there more charges occurred with a foreign contact in xxxx during which after each warning email i received i called xxxx and told them these were again fraudulent and to confirm that i would not be responsible for the charges since they continued to grow. from this point forward i was told varying information each time. after the final dispute, i told them that they should send the charges to dispute as they were not me and i had been transparent and honest with each representative. the appropriate phoneservice balance with xxxx has been paid off as has the last accountcontract charge. the only charge left is the international fraudulent charges. i do not have any specific names of the three representatives i spoke with, just that the contacts started on xxxxxxxx, but that i had marked my phone as stolen on xxxxxxxx as is verified by the xxxx text message i received after trying to look into my trail of communication. the real issue which i would like the cfcb to look into is that i have sent this information to xxxx, xxxx, and mrs bpo, all three of which asked for the info and for me to call, then have proceeded to move the debt to another company for me to deal with. i am currently in the process of trying to get a mortgage and this has significantly impacted my ability to do so. this debt should be removed and if further action is needed against xxxxmrs bpo about harassment of customers i would be willing to testify and take this to court as there needs to be clearer protection from this.",General,High,consumer_complaints
connect to through cable sent monday december connect through cable hi had issues with laptop able connect through cable please be advised helped with problem was solved thank you kind regards tester,Technical,Medium,it_service
"on friday xxxx2020, i made several cash withdrawals from several atms, all within a short period of time. the last cash withdrawal was made at a grocery store at approximately xxxx xxxx.. the next day, saturday xxxx2020, at approximately xxxx xxxx., i attempted to use my debit card at a restaurant. however, the transaction was declined. immediately afterwards, i called bmo s customer service. suspecting why there was a hold on my card, i was prepared to speak with the fraud department, to have the hold removed so i would be able to immediately access my funds. however, i was told the fraud department was closed, and they would be available until the next business day. normally, the next business day would be monday. however, since this is a holiday weekend - with monday being xxxx xxxx, i now have to wait until tuesday to access my own money!! so, because the fraud department is not available 24 hours, or at least 7 days a week, i have no money from saturday until tuesday!! ive never heard of such disregard for customers in my entire life. how on earth is it legal for a bank to place a hold on my account, never notify me of the hold, and force me to wait several days to access my own money - all because hypothetical xxxx is off work, living his life, while i am forced to starve. all this grief is because i cant get my money until the fraud department returns to work bright and early the next business day? when i asked why i hadnt been contacted about the hold, i was told there was a note in the system stating the fraud department sent me an email. after i questioned how could they send an email if theyre closed, i was then told it was an automated email. i never received an email! however, even if the email was computer generated after xxxx xxxx, which i never received , what was the point, from their point - of view - since the fraud dept was closed? even if they had have sent an email - which they didnt - it makes no sense to send one lone email, without calling or texting me. an email is not a reliable means of communication when a dire situation is at stake. we all know a phone call, or text, is the most common-sense, quickest method of quick, assured communication. nevertheless, i never received any notifications. i had to discover, for myself, the card was on hold while at the restaurant! how ludicrous and humiliating! i have no objection to them placing the hold, based on suspicion of fraud. however, if there are algorithms in place that will automatically generate a hold after hours, then the fraud department should be available to remove the hold after hours. otherwise, remove the ability to deny someone the right to access their own money, if they cant regain access just as quickly. also, claiming to have sent an email, with no other form of communication, is absolutely the most inconsiderate, unethical thing i can think of - besides them holding my own money for 2 to 3 days because that department is closed . this matter needs to be addressed by forcing bmo to cease this unethical, if not illegal, business practice. no one should be forced to wait until someone returns to the office to have access to their funds. doing so is akin to saying my quality of life is based upon one person returning to work to ask me 2 or 3 questions to prove my identity. its saying, theyre covering their butts to prevent fraud, but have no concern about the customer, if the fraud occurs after hours on friday, through to the next business day. this is real life. i shouldnt suffer at the hands of person, simply because heshe has to ask me a question 3 days after denying me access to my funds. this unethical, and seemingly illegal practice is degrading, inhumane, and could have an adverse effect on someones quality of life. it must be stopped.",Billing,High,consumer_complaints
configure for users tower please assist creating pool rule tower according,General,Low,it_service
"i transferred money using paypal to another account holder in the us. the recipient then asked that i do an ach transfer instead and cancelled the paypal transfer. i checked and saw that the paypal debit had not yet gone through and so i sent the ach transfer. later that same day, the paypal debit still went through, which overdrafted my checking account. eventually, that payment was credited back to my checking account, i complained to paypal about the overdraft fee, and they refunded it to me. now, 9 days later, i see that paypal has again attempted to make the same payment which was cancelled, again overdrafting my checking account, and again causing my bank to charge me a fee. this payment should never have been tried a second time, and if it was going to be tried a second time, i certainly should have been notified of this.",Billing,Low,consumer_complaints
"i finally got the non deniab fact, and proof of it. xxxx xxxx who am complain about sent me the paperwork i needed. turn out it was a bad check that they are trying to recover for. california has a statue of limitation of two years on checks, and bad checks do nt belong on my credit report. thank heavens i did my own investigating on this matter.",Technical,Low,consumer_complaints
problem problem hi have problem log into asked credentials password wrote them but says there authentication error also even if memorized credentials let can you please check thanks,Technical,Medium,it_service
time card july help her card tuesday pm card va ne ca card firma ultima si fie cod officer linked extension,Technical,Low,it_service
hr manager role wednesday pm re location store human resources store human resources hi seems role please update thank,General,Low,it_service
